Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility_Percentage,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDM03,12.65,Low Fat,0.12,Meat,106.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.85
FDT23,7.72,Regular,0.08,Breads,77.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.47
FDB50,13,Low Fat,0.15,Canned,78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1168.48
NCG54,12.1,Low Fat,0.08,Household,170.81,OUT045,2002,,Tier 2,Supermarket Type1,4619.99
FDJ52,7.145,Low Fat,0.02,Frozen Foods,159.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.41
FDE28,,Regular,0.23,Frozen Foods,229.47,OUT019,1985,Small,Tier 1,Grocery Store,460.73
FDA58,9.395,Low Fat,0.1,Snack Foods,233.69,OUT013,1987,High,Tier 3,Supermarket Type1,1414.16
DRB01,7.39,Low Fat,0.08,Soft Drinks,187.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.02
NCZ29,15,Low Fat,0.07,Health and Hygiene,127.74,OUT045,2002,,Tier 2,Supermarket Type1,1761.71
FDF50,4.905,Low Fat,0.12,Canned,197.68,OUT045,2002,,Tier 2,Supermarket Type1,2956.15
FDT51,,Regular,0.02,Meat,110.65,OUT019,1985,Small,Tier 1,Grocery Store,223.71
FDP40,4.555,Regular,0.03,Frozen Foods,112.75,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.67
FDF39,14.85,Regular,0.02,Dairy,261.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.92
FDQ58,7.315,Low Fat,0.02,Snack Foods,153.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.4
FDA55,17.2,Regular,0.06,Fruits and Vegetables,225.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.8
FDA19,7.52,Low Fat,0.06,Fruits and Vegetables,128.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.48
FDF59,12.5,Low Fat,0.07,Starchy Foods,124.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.03
FDJ46,11.1,Low Fat,0.05,Snack Foods,174.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2101.26
FDC47,15,Low Fat,0.12,Snack Foods,226.97,OUT045,2002,,Tier 2,Supermarket Type1,6851.08
FDC22,6.89,Regular,0,Snack Foods,193.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.07
FDD39,16.7,Low Fat,0.07,Dairy,216.39,OUT045,2002,,Tier 2,Supermarket Type1,3678.55
DRE01,10.1,Low Fat,0.17,Soft Drinks,241.75,OUT046,1997,Small,Tier 1,Supermarket Type1,5331.73
NCS30,5.945,Low Fat,0,Household,128.97,OUT017,2007,,Tier 2,Supermarket Type1,1808.31
FDH47,13.5,Regular,0.13,Starchy Foods,96.41,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.38
FDP08,20.5,Regular,0.11,Fruits and Vegetables,193.95,OUT013,1987,High,Tier 3,Supermarket Type1,4456.2
NCY42,6.38,Low Fat,0.02,Household,144.05,OUT013,1987,High,Tier 3,Supermarket Type1,3149.23
FDE44,14.65,Low Fat,0.17,Fruits and Vegetables,50.37,OUT013,1987,High,Tier 3,Supermarket Type1,591.23
FDJ12,8.895,Regular,0.04,Baking Goods,208.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,5400.97
FDV36,18.7,Low Fat,0.03,Baking Goods,127.1,OUT045,2002,,Tier 2,Supermarket Type1,3289.05
NCW41,18,Low Fat,0.02,Health and Hygiene,159.36,OUT045,2002,,Tier 2,Supermarket Type1,2059.99
FDX12,18.2,Regular,0.03,Baking Goods,241.22,OUT035,2004,Small,Tier 2,Supermarket Type1,6507.53
NCY53,20,Low Fat,0,Health and Hygiene,110.25,OUT013,1987,High,Tier 3,Supermarket Type1,1454.11
NCH42,6.86,Low Fat,0.06,Household,228.4,OUT010,1998,,Tier 3,Grocery Store,229.7
FDH46,6.935,Regular,0.04,Snack Foods,103.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,820.27
FDV26,20.25,Regular,0.08,Dairy,193.58,OUT013,1987,High,Tier 3,Supermarket Type1,1950.79
DRI03,6.03,Low Fat,0.02,Dairy,177.9,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.78
NCL06,14.65,Low Fat,0.07,Household,260.96,OUT045,2002,,Tier 2,Supermarket Type1,2878.25
NCO14,9.6,Low Fat,0.03,Household,45.21,OUT017,2007,,Tier 2,Supermarket Type1,669.13
FDI08,18.2,Regular,0.07,Fruits and Vegetables,248.11,OUT017,2007,,Tier 2,Supermarket Type1,4233.16
FDZ14,,Regular,0.05,Dairy,123.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.79
FDS14,7.285,Low Fat,0.05,Dairy,156.93,OUT013,1987,High,Tier 3,Supermarket Type1,1571.29
NCK53,11.6,Low Fat,0.04,Health and Hygiene,99.3,OUT017,2007,,Tier 2,Supermarket Type1,2281.7
FDH56,9.8,Regular,0.06,Fruits and Vegetables,116.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.89
NCQ30,7.725,Low Fat,0.05,Household,123.74,OUT010,1998,,Tier 3,Grocery Store,121.84
FDG32,19.85,Low Fat,0.18,Fruits and Vegetables,221.58,OUT017,2007,,Tier 2,Supermarket Type1,3558.04
FDK32,,Regular,0.05,Fruits and Vegetables,152.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.45
FDY48,14,Low Fat,0.02,Baking Goods,104.33,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.46
NCU06,17.6,Low Fat,0.07,Household,230.9,OUT013,1987,High,Tier 3,Supermarket Type1,4364.32
FDM38,5.885,Regular,0.09,Canned,53.7,OUT013,1987,High,Tier 3,Supermarket Type1,1525.35
FDT15,12.15,Regular,0.04,Meat,184.3,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.05
NCJ19,18.6,Low Fat,0.12,Others,58.36,OUT045,2002,,Tier 2,Supermarket Type1,1545.99
NCI06,11.3,Low Fat,0.05,Household,180.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.45
FDV19,14.85,Regular,0.04,Fruits and Vegetables,161.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.12
FDQ47,7.155,Regular,0.17,Breads,33.69,OUT045,2002,,Tier 2,Supermarket Type1,1023.33
NCW06,16.2,Low Fat,0.05,Household,190.82,OUT045,2002,,Tier 2,Supermarket Type1,2693.83
FDO16,5.48,Low Fat,0.02,Frozen Foods,83.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.83
DRN35,8.01,Low Fat,0.07,Hard Drinks,36.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.02
FDV55,17.75,Low Fat,0.06,Fruits and Vegetables,145.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.88
FDB03,17.75,Regular,0.16,Dairy,241.05,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.77
FDJ32,,Low Fat,0.06,Fruits and Vegetables,62.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,1592.59
FDC34,16,Regular,0.17,Snack Foods,157.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.15
FDG05,,Regular,0.09,Frozen Foods,154.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,2972.8
NCJ06,,Low Fat,0.06,Household,119.88,OUT019,1985,Small,Tier 1,Grocery Store,238.36
FDD23,9.5,Regular,0.05,Starchy Foods,185.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.26
FDX52,11.5,Regular,0.04,Frozen Foods,194.98,OUT017,2007,,Tier 2,Supermarket Type1,3089.31
FDO12,15.75,Low Fat,0.06,Baking Goods,194.45,OUT046,1997,Small,Tier 1,Supermarket Type1,5089.38
FDT35,19.85,Regular,0.08,Breads,167.68,OUT017,2007,,Tier 2,Supermarket Type1,1845.6
FDU19,,Regular,0.05,Fruits and Vegetables,172.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.38
FDY50,5.8,Low Fat,0.13,Dairy,89.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.91
FDE57,9.6,Low Fat,0.04,Fruits and Vegetables,141.02,OUT013,1987,High,Tier 3,Supermarket Type1,2694.49
FDE14,13.65,Regular,0.03,Canned,99.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.61
FDG04,,Low Fat,0.01,Frozen Foods,185.19,OUT019,1985,Small,Tier 1,Grocery Store,374.18
FDE52,,Regular,0.03,Dairy,88.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.5
DRL59,16.75,Low Fat,0.02,Hard Drinks,55.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.39
FDI34,10.65,Regular,0.09,Snack Foods,229.37,OUT017,2007,,Tier 2,Supermarket Type1,2303.67
FDC58,10.195,Low Fat,0.04,Snack Foods,43.84,OUT013,1987,High,Tier 3,Supermarket Type1,175.77
FDT02,12.6,Low Fat,0.02,Dairy,34.49,OUT035,2004,Small,Tier 2,Supermarket Type1,494.02
FDH04,6.115,Regular,0.01,Frozen Foods,92.45,OUT017,2007,,Tier 2,Supermarket Type1,1358.23
FDK46,9.6,Low Fat,0.09,Snack Foods,258.36,OUT010,1998,,Tier 3,Grocery Store,259.66
FDR22,19.35,Regular,0.02,Snack Foods,112.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.25
FDH60,19.7,Regular,0,Baking Goods,194.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.69
FDY39,5.305,Regular,0.08,Meat,183.56,OUT010,1998,,Tier 3,Grocery Store,551.28
NCF30,17,Low Fat,0.13,Household,125.84,OUT017,2007,,Tier 2,Supermarket Type1,2516.72
FDN49,17.25,Regular,0.21,Breakfast,40.35,OUT010,1998,,Tier 3,Grocery Store,39.95
DRC24,17.85,Low Fat,0.03,Soft Drinks,153.2,OUT017,2007,,Tier 2,Supermarket Type1,3383.6
FDS60,20.85,Low Fat,0.03,Baking Goods,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.6
FDZ02,6.905,Regular,0.06,Dairy,97.27,OUT010,1998,,Tier 3,Grocery Store,195.75
FDW16,17.35,Regular,0.04,Frozen Foods,93.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.21
NCQ17,10.3,Low Fat,0.12,Health and Hygiene,154.46,OUT017,2007,,Tier 2,Supermarket Type1,2503.41
NCO53,16.2,Low Fat,0.18,Health and Hygiene,184.06,OUT017,2007,,Tier 2,Supermarket Type1,2021.37
FDU47,12.8,Regular,0.11,Breads,142.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.45
FDK50,7.96,Low Fat,0.03,Canned,162.49,OUT013,1987,High,Tier 3,Supermarket Type1,1779.68
NCE42,21.1,Low Fat,0.01,Household,234.3,OUT013,1987,High,Tier 3,Supermarket Type1,3739.13
FDZ09,17.6,Low Fat,0.11,Snack Foods,164.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.8
NCU30,5.11,Low Fat,0.04,Household,163.82,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.57
DRG36,14.15,low fat,0.1,Soft Drinks,171.01,OUT045,2002,,Tier 2,Supermarket Type1,4106.65
NCD31,12.1,Low Fat,0.03,Household,165.15,OUT010,1998,,Tier 3,Grocery Store,164.45
NCV29,11.8,Low Fat,0.02,Health and Hygiene,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.98
NCP17,19.35,Low Fat,0.03,Health and Hygiene,65.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5
DRM49,6.11,Regular,0.15,Soft Drinks,46.61,OUT035,2004,Small,Tier 2,Supermarket Type1,624.52
FDY14,10.3,Low Fat,0.07,Dairy,263.02,OUT013,1987,High,Tier 3,Supermarket Type1,6079.42
DRI59,9.5,Low Fat,0.04,Hard Drinks,223.51,OUT017,2007,,Tier 2,Supermarket Type1,4697.88
FDY01,11.8,Regular,0.17,Canned,116.78,OUT013,1987,High,Tier 3,Supermarket Type1,2303.67
FDT47,,Regular,0.02,Breads,95.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.82
NCS29,,Low Fat,0.12,Health and Hygiene,264.19,OUT019,1985,Small,Tier 1,Grocery Store,264.99
NCT53,,low fat,0,Health and Hygiene,164.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.34
FDP21,,Regular,0.05,Snack Foods,190.89,OUT019,1985,Small,Tier 1,Grocery Store,945.44
FDD33,12.85,Low Fat,0.11,Fruits and Vegetables,233.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.64
DRC49,,Low Fat,0.07,Soft Drinks,145.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.76
FDB10,10,Low Fat,0.07,Snack Foods,234.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.8
FDS39,,Low Fat,0.02,Meat,143.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.84
NCU29,7.685,Low Fat,0.03,Health and Hygiene,145.28,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.42
NCP14,8.275,Low Fat,0.11,Household,104.23,OUT013,1987,High,Tier 3,Supermarket Type1,3658.57
FDC48,9.195,Low Fat,0.02,Baking Goods,81.66,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.51
FDW14,8.3,Regular,0.04,Dairy,87.72,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.96
FDS36,8.38,Regular,0.05,Baking Goods,109.86,OUT035,2004,Small,Tier 2,Supermarket Type1,2307
NCA18,10.1,Low Fat,0.06,Household,117.85,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.89
FDQ60,,Regular,0.19,Baking Goods,121.21,OUT019,1985,Small,Tier 1,Grocery Store,120.51
FDI36,12.5,Regular,0.06,Baking Goods,199.74,OUT046,1997,Small,Tier 1,Supermarket Type1,593.23
FDI05,8.35,Regular,0.13,Frozen Foods,76.54,OUT017,2007,,Tier 2,Supermarket Type1,1805.65
FDS22,16.85,Regular,0.02,Snack Foods,43.94,OUT046,1997,Small,Tier 1,Supermarket Type1,351.54
FDN40,5.88,Low Fat,0.09,Frozen Foods,155.4,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.2
NCV18,6.775,Low Fat,0.11,Household,84.23,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55
FDP15,15.2,Low Fat,0,Meat,256.03,OUT010,1998,,Tier 3,Grocery Store,1281.67
NCD55,,Low Fat,0.02,Household,42.45,OUT027,1985,Medium,Tier 3,Supermarket Type3,293.62
DRG25,10.5,Low Fat,0.02,Soft Drinks,188.42,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.09
FDN51,17.85,Regular,0.02,Meat,261.59,OUT017,2007,,Tier 2,Supermarket Type1,6002.85
FDB46,10.5,Regular,0.09,Snack Foods,211.92,OUT035,2004,Small,Tier 2,Supermarket Type1,4869.66
NCX17,21.25,Low Fat,0.11,Health and Hygiene,231.23,OUT017,2007,,Tier 2,Supermarket Type1,3029.39
FDH31,12,Regular,0.02,Meat,98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1587.27
FDX13,7.725,Low Fat,0.05,Canned,249.11,OUT046,1997,Small,Tier 1,Supermarket Type1,2490.09
NCU53,5.485,Low Fat,0.07,Health and Hygiene,165.78,OUT010,1998,,Tier 3,Grocery Store,165.78
FDD28,10.695,Low Fat,0.05,Frozen Foods,56.79,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.22
FDU43,,Regular,0.06,Fruits and Vegetables,237.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.21
NCF55,6.675,Low Fat,0.02,Household,34.99,OUT045,2002,,Tier 2,Supermarket Type1,247.01
NCW30,5.21,Low Fat,0.01,Household,257.9,OUT017,2007,,Tier 2,Supermarket Type1,4402.94
NCW05,20.25,Low Fat,0.15,Health and Hygiene,108.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,2787.04
